p":-1.07,"r":8.69},"acceleration":{"x":-1201,"y":932,"z":5457}}
0.2:{"time":39378,"ypr":{"y":142.68,"p":-1.03,"r":8.63},"acceleration":{"x":-1189,"y":971,"z":5353}}
0.2:{"time":52089,"ypr":{"y":162.16,"p":1.22,"r":3.32},"acceleration":{"x":-932,"y":1300,"z":5126}}
0.2:{"time":52105,"ypr":{"y":162.19,"p":1.21,"r":3.34},"acceleration":{"x":-958,"y":1298,"z":5155}}
0.2:{"time":52120,"ypr":{"y":162.21,"p":1.17,"r":3.35},"acceleration":{"x":-964,"y":1325,"z":5189}}
0.2:{"time":52134,"ypr":{"y":162.23,"p":1.14,"r":3.37},"acceleration":{"x":-949,"y":1353,"z":5200}}
0.2:{"time":52150,"ypr":{"y":162.26,"p":1.12,"r":3.39},"acceleration":{"x":-949,"y":1363,"z":5223}}
0.2:{"time":52165,"ypr":{"y":162.29,"p":1.13,"r":3.42},"acceleration":{"x":-947,"y":1362,"z":5232}}
0.2:{"time":52179,"ypr":{"y":162.32,"p":1.12,"r":3.44},"acceleration":{"x":-948,"y":1348,"z":5251}}
0.2:{"time":52195,"ypr":{"y":162.34,"p":1.12,"r":3.46},"acceleration":{"x":-946,"y":1340,"z":5252}}
0.2:{"time":52210,"ypr":{"y":162.36,"p":1.14,"r":3.46},"acceleration":{"x":-948,"y":1347,"z":5241}}
0.2:{"time":52225,"ypr":{"y":162.39,"p":1.16,"r":3.46},"acceleration":{"x":-932,"y":1358,"z":5217}}
0.2:{"time":52240,"ypr":{"y":162.41,"p":1.19,"r":3.45},"acceleration":{"x":-947,"y":1374,"z":5174}}
0.2:{"time":52255,"ypr":{"y":162.44,"p":1.23,"r":3.45},"acceleration":{"x":-952,"y":1381,"z":5144}}
0.2:{"time":52270,"ypr":{"y":162.47,"p":1.25,"r":3.44},"acceleration":{"x":-968,"y":1377,"z":5114}}
0.2:{"time":52285,"ypr":{"y":162.51,"p":1.25,"r":3.44},"acceleration":{"x":-951,"y":1373,"z":5134}}
0.2:{"time":52300,"ypr":{"y":162.54,"p":1.26,"r":3.44},"acceleration":{"x":-928,"y":1354,"z":5157}}
0.2:{"time":52315,"ypr":{"y":162.57,"p":1.26,"r":3.42},"acceleration":{"x":-900,"y":1350,"z":5169}}
0.2:{"time":52330,"ypr":{"y":162.59,"p":1.26,"r":3.38},"acceleration":{"x":-888,"y":1368,"z":5155}}
0.2:{"time":52345,"ypr":{"y":162.62,"p":1.26,"r":3.34},"acceleration":{"x":-867,"y":1391,"z":5140}}
0.2:{"time":52360,"ypr":{"y":162.66,"p":1.28,"r":3.31},"acceleration":{"x":-874,"y":1400,"z":5103}}
0.2:{"time":52375,"ypr":{"y":162.69,"p":1.30,"r":3.31},"acceleration":{"x":-892,"y":1398,"z":5082}}
0.2:{"time":52389,"ypr":{"y":162.73,"p":1.33,"r":3.35},"acceleration":{"x":-896,"y":1367,"z":5096}}
0.2:{"time":52405,"ypr":{"y":162.75,"p":1.35,"r":3.39},"acceleration":{"x":-895,"y":1318,"z":5127}}
0.2:{"time":52420,"ypr":{"y":162.75,"p":1.36,"r":3.42},"acceleration":{"x":-886,"y":1294,"z":5194}}
0.2:{"time":52434,"ypr":{"y":162.77,"p":1.38,"r":3.46},"acceleration":{"x":-884,"y":1280,"z":5248}}
0.2:{"time":52450,"ypr":{"y":162.77,"p":1.40,"r":3.49},"acceleration":{"x":-871,"y":1266,"z":5304}}
0.2:{"time":52465,"ypr":{"y":162.77,"p":1.42,"r":3.53},"acceleration":{"x":-842,"y":1234,"z":5378}}
0.2:{"time":52480,"ypr":{"y":162.76,"p":1.45,"r":3.54},"acceleration":{"x":-834,"y":1219,"z":5400}}
0.2:{"time":52495,"ypr":{"y":162.76,"p":1.47,"r":3.55},"acceleration":{"x":-800,"y":1218,"z":5405}}
0.2:{"time":52510,"ypr":{"y":162.75,"p":1.50,"r":3.54},"acceleration":{"x":-772,"y":1197,"z":5356}}
0.2:{"time":52525,"ypr":{"y":162.73,"p":1.54,"r":3.49},"acceleration":{"x":-785,"y":1210,"z":5229}}
0.2:{"time":52540,"ypr":{"y":162.71,"p":1.55,"r":3.44},"acceleration":{"x":-826,"y":1250,"z":5135}}
0.2:{"time":52555,"ypr":{"y":162.68,"p":1.53,"r":3.39},"acceleration":{"x":-824,"y":1280,"z":5067}}
0.2:{"time":52570,"ypr":{"y":162.66,"p":1.50,"r":3.34},"acceleration":{"x":-787,"y":1322,"z":5038}}
0.2:{"time":52585,"ypr":{"y":162.64,"p":1.47,"r":3.31},"acceleration":{"x":-773,"y":1365,"z":5013}}
0.2:{"time":52600,"ypr":{"y":162.64,"p":1.45,"r":3.27},"acceleration":{"x":-794,"y":1408,"z":4976}}
0.2:{"time":52615,"ypr":{"y":162.64,"p":1.42,"r":3.23},"acceleration":{"x":-847,"y":1451,"z":4944}}
0.2:{"time":52630,"ypr":{"y":162.65,"p":1.38,"r":3.21},"acceleration":{"x":-902,"y":1512,"z":4936}}
0.2:{"time":52645,"ypr":{"y":162.69,"p":1.33,"r":3.22},"acceleration":{"x":-950,"y":1567,"z":4972}}
0.2:{"time":52660,"ypr":{"y":162.75,"p":1.30,"r":3.28},"acceleration":{"x":-973,"y":1610,"z":5077}}
0.2:{"time":52675,"ypr":{"y":162.82,"p":1.29,"r":3.37},"acceleration":{"x":-952,"y":1612,"z":5205}}
0.2:{"time":52690,"ypr":{"y":162.92,"p":1.31,"r":3.49},"acceleration":{"x":-898,"y":1561,"z":5351}}
0.2:{"time":52705,"ypr":{"y":163.02,"p":1.38,"r":3.59},"acceleration":{"x":-846,"y":1485,"z":5471}}
0.2:{"time":52720,"ypr":{"y":163.13,"p":1.48,"r":3.66},"acceleration":{"x":-824,"y":1392,"z":5543}}
0.2:{"time":52736,"ypr":{"y":163.23,"p":1.62,"r":3.69},"acceleration":{"x":-875,"y":1291,"z":5548}}
0.2:{"time":52750,"ypr":{"y":163.31,"p":1.74,"r":3.65},"acceleration":{"x":-946,"y":1239,"z":5509}}
0.2:{"time":52765,"ypr":{"y":163.35,"p":1.82,"r":3.59},"acceleration":{"x":-993,"y":1225,"z":5427}}
0.2:{"time":52781,"ypr":{"y":163.39,"p":1.84,"r":3.51},"acceleration":{"x":-981,"y":1258,"z":5373}}
0.2:{"time":52795,"ypr":{"y":163.41,"p":1.85,"r":3.43},"acceleration":{"x":-912,"y":1319,"z":5348}}
0.2:{"time":52810,"ypr":{"y":163.44,"p":1.87,"r":3.38},"acceleration":{"x":-804,"y":1366,"z":5355}}
0.2:{"time":52825,"ypr":{"y":163.48,"p":1.90,"r":3.35},"acceleration":{"x":-697,"y":1407,"z":5364}}
0.2:{"time":52840,"ypr":{"y":163.54,"p":1.97,"r":3.32},"acceleration":{"x":-605,"y":1412,"z":5348}}
0.2:{"time":52855,"ypr":{"y":163.62,"p":2.04,"r":3.29},"acceleration":{"x":-538,"y":1419,"z":5304}}
0.2:{"time":52870,"ypr":{"y":163.70,"p":2.13,"r":3.26},"acceleration":{"x":-520,"y":1403,"z":5212}}
0.2:{"time":52885,"ypr":{"y":163.79,"p":2.24,"r":3.22},"acceleration":{"x":-534,"y":1398,"z":5100}}
0.2:{"time":52900,"ypr":{"y":163.88,"p":2.34,"r":3.19},"acceleration":{"x":-548,"y":1388,"z":4999}}
0.2:{"time":52915,"ypr":{"y":163.96,"p":2.44,"r":3.18},"acceleration":{"x":-598,"y":1383,"z":4886}}
0.2:{"time":52930,"ypr":{"y":164.04,"p":2.52,"r":3.20},"acceleration":{"x":-624,"y":1360,"z":4820}}
0.2:{"time":52945,"ypr":{"y":164.11,"p":2.59,"r":3.23},"acceleration":{"x":-649,"y":1354,"z":4775}}
0.2:{"time":52960,"ypr":{"y":164.17,"p":2.66,"r":3.28},"acceleration":{"x":-668,"y":1325,"z":4789}}
0.2:{"time":52975,"ypr":{"y":164.23,"p":2.71,"r":3.34},"acceleration":{"x":-662,"y":1315,"z":4816}}
0.2:{"time":52990,"ypr":{"y":164.29,"p":2.74,"r":3.39},"acceleration":{"x":-680,"y":1302,"z":4820}}
0.2:{"time":53005,"ypr":{"y":164.35,"p":2.77,"r":3.43},"acceleration":{"x":-747,"y":1299,"z":4849}}
0.2:{"time":53020,"ypr":{"y":164.41,"p":2.77,"r":3.48},"acceleration":{"x":-789,"y":1272,"z":4912}}
0.2:{"time":53036,"ypr":{"y":164.46,"p":2.73,"r":3.51},"acceleration":{"x":-821,"y":1268,"z":4961}}
0.2:{"time":53050,"ypr":{"y":164.50,"p":2.69,"r":3.53},"acceleration":{"x":-839,"y":1272,"z":5054}}
0.2:{"time":53065,"ypr":{"y":164.53,"p":2.65,"r":3.54},"acceleration":{"x":-809,"y":1277,"z":5131}}
0.2:{"time":53081,"ypr":{"y":164.56,"p":2.62,"r":3.55},"acceleration":{"x":-803,"y":1304,"z":5154}}
0.2:{"time":53095,"ypr":{"y":164.59,"p":2.60,"r":3.55},"acceleration":{"x":-797,"y":1339,"z":5166}}
0.2:{"time":53110,"ypr":{"y":164.62,"p":2.60,"r":3.55},"acceleration":{"x":-810,"y":1370,"z":5140}}
0.2:{"time":53126,"ypr":{"y":164.64,"p":2.59,"r":3.55},"acceleration":{"x":-839,"y":1380,"z":5134}}
0.2:{"time":53140,"ypr":{"y":164.67,"p":2.56,"r":3.56},"acceleration":{"x":-828,"y":1407,"z":5153}}
0.2:{"time":53155,"ypr":{"y":164.71,"p":2.52,"r":3.58},"acceleration":{"x":-802,"y":1434,"z":5197}}
0.2:{"time":53171,"ypr":{"y":164.74,"p":2.50,"r":3.60},"acceleration":{"x":-758,"y":1441,"z":5241}}
0.2:{"time":53185,"ypr":{"y":164.79,"p":2.50,"r":3.64},"acceleration":{"x":-719,"y":1419,"z":5292}}
0.2:{"time":53200,"ypr":{"y":164.83,"p":2.53,"r":3.66},"acceleration":{"x":-710,"y":1361,"z":5325}}
0.2:{"time":53216,"ypr":{"y":164.87,"p":2.55,"r":3.66},"acceleration":{"x":-739,"y":1327,"z":5292}}
0.2:{"time":53230,"ypr":{"y":164.92,"p":2.55,"r":3.64},"acceleration":{"x":-754,"y":1304,"z":5253}}
0.2:{"time":53245,"ypr":{"y":164.96,"p":2.53,"r":3.62},"acceleration":{"x":-754,"y":1302,"z":5196}}
0.2:{"time":53260,"ypr":{"y":164.99,"p":2.52,"r":3.61},"acceleration":{"x":-758,"y":1294,"z":5143}}
0.2:{"time":53275,"ypr":{"y":165.03,"p":2.51,"r":3.61},"acceleration":{"x":-788,"y":1297,"z":5108}}
0.2:{"time":53291,"ypr":{"y":165.06,"p":2.50,"r":3.63},"acceleration":{"x":-822,"y":1300,"z":5079}}
0.2:{"time":53305,"ypr":{"y":165.09,"p":2.49,"r":3.65},"acceleration":{"x":-835,"y":1325,"z":5082}}
0.2:{"time":53320,"ypr":{"y":165.12,"p":2.47,"r":3.69},"acceleration":{"x":-862,"y":1338,"z":5125}}
0.2:{"time":53336,"ypr":{"y":165.14,"p":2.45,"r":3.74},"acceleration":{"x":-855,"y":1352,"z":5184}}
0.2:{"time":53350,"ypr":{"y":165.16,"p":2.44,"r":3.79},"acceleration":{"x":-855,"y":1361,"z":5270}}
0.2:{"time":53365,"ypr":{"y":165.17,"p":2.44,"r":3.84},"acceleration":{"x":-853,"y":1353,"z":5350}}
0.2:{"time":53381,"ypr":{"y":165.17,"p":2.46,"r":3.88},"acceleration":{"x":-843,"y":1331,"z":5412}}
0.2:{"time":53395,"ypr":{"y":165.17,"p":2.46,"r":3.90},"acceleration":{"x":-829,"y":1321,"z":5445}}
0.2:{"time":53410,"ypr":{"y":165.16,"p":2.45,"r":3.88},"acceleration":{"x":-822,"y":1316,"z":5437}}
0.2:{"time":53426,"ypr":{"y":165.16,"p":2.45,"r":3.84},"acceleration":{"x":-829,"y":1341,"z":5419}}
0.2:{"time":53440,"ypr":{"y":165.14,"p":2.45,"r":3.79},"acceleration":{"x":-833,"y":1359,"z":5419}}
0.2:{"time":53455,"ypr":{"y":165.12,"p":2.46,"r":3.76},"acceleration":{"x":-785,"y":1400,"z":5438}}
0.2:{"time":53471,"ypr":{"y":165.10,"p":2.50,"r":3.74},"acceleration":{"x":-734,"y":1424,"z":5465}}
0.2:{"time":53485,"ypr":{"y":165.08,"p":2.56,"r":3.74},"acceleration":{"x":-682,"y":1429,"z":5492}}
0.2:{"time":53500,"ypr":{"y":165.07,"p":2.66,"r":3.73},"acceleration":{"x":-660,"y":1421,"z":5496}}
0.2:{"time":53516,"ypr":{"y":165.06,"p":2.77,"r":3.74},"acceleration":{"x":-624,"y":1395,"z":5486}}
0.2:{"time":53530,"ypr":{"y":165.06,"p":2.88,"r":3.74},"acceleration":{"x":-569,"y":1371,"z":5458}}
0.2:{"time":53545,"ypr":{"y":165.05,"p":3.00,"r":3.74},"acceleration":{"x":-537,"y":1315,"z":5406}}
0.2:{"time":53561,"ypr":{"y":165.05,"p":3.15,"r":3.74},"acceleration":{"x":-541,"y":1292,"z":5349}}
0.2:{"time":53575,"ypr":{"y":165.02,"p":3.33,"r":3.76},"acceleration":{"x":-587,"y":1279,"z":5319}}
0.2:{"time":53591,"ypr":{"y":164.95,"p":3.50,"r":3.81},"acceleration":{"x":-586,"y":1247,"z":5293}}
0.2:{"time":53606,"ypr":{"y":164.84,"p":3.67,"r":3.87},"acceleration":{"x":-532,"y":1340,"z":5270}}
0.2:{"time":53620,"ypr":{"y":164.71,"p":3.81,"r":3.98},"acceleration":{"x":-483,"y":1307,"z":5344}}
0.2:{"time":53636,"ypr":{"y":164.53,"p":3.93,"r":4.11},"acceleration":{"x":-421,"y":1355,"z":5404}}
0.2:{"time":53651,"ypr":{"y":164.30,"p":4.10,"r":4.31},"acceleration":{"x":-382,"y":1318,"z":5448}}
0.2:{"time":53665,"ypr":{"y":164.05,"p":4.26,"r":4.48},"acceleration":{"x":-413,"y":1316,"z":5488}}
0.2:{"time":53681,"ypr":{"y":163.78,"p":4.32,"r":4.63},"acceleration":{"x":-482,"y":1264,"z":5603}}
0.2:{"time":53695,"ypr":{"y":163.49,"p":4.31,"r":4.70},"acceleration":{"x":-564,"y":1247,"z":5760}}
0.2:{"time":53710,"ypr":{"y":163.17,"p":4.23,"r":4.73},"acceleration":{"x":-627,"y":1235,"z":5893}}
0.2:{"time":53726,"ypr":{"y":162.82,"p":4.13,"r":4.70},"acceleration":{"x":-684,"y":1284,"z":5972}}
0.2:{"time":53740,"ypr":{"y":162.45,"p":4.04,"r":4.69},"acceleration":{"x":-687,"y":1370,"z":6083}}
0.2:{"time":53755,"ypr":{"y":162.05,"p":4.00,"r":4.74},"acceleration":{"x":-647,"y":1449,"z":6215}}
0.2:{"time":53771,"ypr":{"y":161.61,"p":4.03,"r":4.83},"acceleration":{"x":-532,"y":1473,"z":6314}}
0.2:{"time":53785,"ypr":{"y":161.17,"p":4.14,"r":4.90},"acceleration":{"x":-359,"y":1491,"z":6344}}
0.2:{"time":53800,"ypr":{"y":160.73,"p":4.40,"r":4.93},"acceleration":{"x":-266,"y":1542,"z":6289}}
0.2:{"time":53816,"ypr":{"y":160.29,"p":4.83,"r":4.98},"acceleration":{"x":-281,"y":1502,"z":6162}}
0.2:{"time":53830,"ypr":{"y":159.84,"p":5.32,"r":4.99},"acceleration":{"x":-321,"y":1353,"z":6025}}
0.2:{"time":53846,"ypr":{"y":159.38,"p":5.79,"r":4.92},"acceleration":{"x":-456,"y":1304,"z":5878}}
0.2:{"time":53861,"ypr":{"y":158.87,"p":6.12,"r":4.89},"acceleration":{"x":-517,"y":1249,"z":5829}}
0.2:{"time":53875,"ypr":{"y":158.27,"p":6.33,"r":4.91},"acceleration":{"x":-469,"y":1282,"z":5803}}
0.2:{"time":53891,"ypr":{"y":157.57,"p":6.50,"r":5.00},"acceleration":{"x":-367,"y":1293,"z":5715}}
0.2:{"time":53906,"ypr":{"y":156.87,"p":6.61,"r":5.08},"acceleration":{"x":-247,"y":1287,"z":5519}}
0.2:{"time":53920,"ypr":{"y":156.23,"p":6.68,"r":5.11},"acceleration":{"x":-196,"y":1184,"z":5333}}
0.2:{"time":53936,"ypr":{"y":155.56,"p":6.77,"r":5.13},"acceleration":{"x":-203,"y":1274,"z":5205}}
0.2:{"time":53951,"ypr":{"y":154.75,"p":6.95,"r":5.34},"acceleration":{"x":-205,"y":1294,"z":5220}}
0.2:{"time":53965,"ypr":{"y":153.84,"p":7.10,"r":5.59},"acceleration":{"x":-203,"y":1374,"z":5395}}
0.2:{"time":53981,"ypr":{"y":152.91,"p":7.21,"r":5.87},"acceleration":{"x":-126,"y":1432,"z":5572}}
0.2:{"time":53996,"ypr":{"y":152.04,"p":7.31,"r":6.10},"acceleration":{"x":-111,"y":1470,"z":5652}}
0.2:{"time":54010,"ypr":{"y":151.16,"p":7.39,"r":6.30},"acceleration":{"x":-122,"y":1497,"z":5630}}
0.2:{"time":54026,"ypr":{"y":150.30,"p":7.48,"r":6.48},"acceleration":{"x":-128,"y":1543,"z":5541}}
0.2:{"time":54041,"ypr":{"y":149.47,"p":7.63,"r":6.67},"acceleration":{"x":-146,"y":1534,"z":5431}}
0.2:{"time":54055,"ypr":{"y":148.70,"p":7.84,"r":6.83},"acceleration":{"x":-264,"y":1435,"z":5306}}
0.2:{"time":54071,"ypr":{"y":147.97,"p":8.01,"r":6.94},"acceleration":{"x":-449,"y":1336,"z":5211}}
0.2:{"time":54086,"ypr":{"y":147.20,"p":8.14,"r":7.07},"acceleration":{"x":-739,"y":1328,"z":5203}}
0.2:{"time":54100,"ypr":{"y":146.35,"p":8.17,"r":7.31},"acceleration":{"x":-954,"y":1408,"z":5274}}
0.2:{"time":54116,"ypr":{"y":145.45,"p":8.15,"r":7.66},"acceleration":{"x":-990,"y":1477,"z":5311}}
0.2:{"time":54130,"ypr":{"y":144.54,"p":8.08,"r":8.05},"acceleration":{"x":-958,"y":1614,"z":5276}}
0.2:{"time":54146,"ypr":{"y":143.67,"p":8.02,"r":8.46},"acceleration":{"x":-997,"y":1769,"z":5254}}
0.2:{"time":54161,"ypr":{"y":142.89,"p":7.94,"r":8.90},"acceleration":{"x":-1045,"y":1827,"z":5174}}
0.2:{"time":54175,"ypr":{"y":142.23,"p":7.81,"r":9.31},"acceleration":{"x":-1130,"y":1856,"z":5111}}
0.2:{"time":54191,"ypr":{"y":141.65,"p":7.63,"r":9.74},"acceleration":{"x":-1075,"y":1838,"z":5185}}
0.2:{"time":54206,"ypr":{"y":141.15,"p":7.46,"r":10.13},"acceleration":{"x":-884,"y":1836,"z":5377}}
0.2:{"time":54220,"ypr":{"y":140.68,"p":7.44,"r":10.43},"acceleration":{"x":-704,"y":1794,"z":5553}}
0.2:{"time":54236,"ypr":{"y":140.24,"p":7.53,"r":10.58},"acceleration":{"x":-569,"y":1685,"z":5650}}
0.2:{"time":54251,"ypr":{"y":139.87,"p":7.69,"r":10.55},"acceleration":{"x":-458,"y":1523,"z":5683}}
0.2:{"time":54265,"ypr":{"y":139.51,"p":7.87,"r":10.33},"acceleration":{"x":-464,"y":1304,"z":5639}}
0.2:{"time":54281,"ypr":{"y":139.17,"p":8.02,"r":9.96},"acceleration":{"x":-539,"y":1093,"z":5535}}
0.2:{"time":54296,"ypr":{"y":138.82,"p":8.09,"r":9.45},"acceleration":{"x":-581,"y":939,"z":5360}}
0.2:{"time":54310,"ypr":{"y":138.46,"p":8.09,"r":8.85},"acceleration":{"x":-626,"y":891,"z":5131}}
0.2:{"time":54326,"ypr":{"y":138.12,"p":8.04,"r":8.22},"acceleration":{"x":-706,"y":861,"z":4918}}
0.2:{"time":54341,"ypr":{"y":137.80,"p":7.95,"r":7.62},"acceleration":{"x":-816,"y":851,"z":4723}}
0.2:{"time":54355,"ypr":{"y":137.51,"p":7.82,"r":7.11},"acceleration":{"x":-897,"y":858,"z":4584}}
0.2:{"time":54371,"ypr":{"y":137.19,"p":7.75,"r":6.72},"acceleration":{"x":-931,"y":853,"z":4484}}
0.2:{"time":54386,"ypr":{"y":136.85,"p":7.74,"r":6.46},"acceleration":{"x":-987,"y":830,"z":4396}}
0.2:{"time":54401,"ypr":{"y":136.49,"p":7.74,"r":6.30},"acceleration":{"x":-1016,"y":840,"z":4322}}
0.2:{"time":54416,"ypr":{"y":136.09,"p":7.72,"r":6.25},"acceleration":{"x":-1113,"y":817,"z":4419}}
0.2:{"time":54431,"ypr":{"y":135.72,"p":7.59,"r":6.29},"acceleration":{"x":-1098,"y":765,"z":4497}}
0.2:{"time":54446,"ypr":{"y":135.37,"p":7.35,"r":6.33},"acceleration":{"x":-1050,"y":755,"z":4620}}
0.2:{"time":54461,"ypr":{"y":135.04,"p":7.07,"r":6.38},"acceleration":{"x":-943,"y":787,"z":4748}}
0.2:{"time":54476,"ypr":{"y":134.77,"p":6.81,"r":6.44},"acceleration":{"x":-862,"y":815,"z":4828}}
0.2:{"time":54491,"ypr":{"y":134.56,"p":6.62,"r":6.48},"acceleration":{"x":-814,"y":741,"z":4894}}
0.2:{"time":54506,"ypr":{"y":134.41,"p":6.45,"r":6.46},"acceleration":{"x":-835,"y":598,"z":4984}}
0.2:{"time":54521,"ypr":{"y":134.31,"p":6.26,"r":6.39},"acceleration":{"x":-856,"y":402,"z":5069}}
0.2:{"time":54536,"ypr":{"y":134.22,"p":6.03,"r":6.24},"acceleration":{"x":-907,"y":214,"z":5139}}
0.2:{"time":54551,"ypr":{"y":134.10,"p":5.77,"r":6.05},"acceleration":{"x":-963,"y":91,"z":5230}}
0.2:{"time":54565,"ypr":{"y":133.90,"p":5.44,"r":5.84},"acceleration":{"x":-907,"y":128,"z":5395}}
0.2:{"time":54581,"ypr":{"y":133.64,"p":5.08,"r":5.61},"acceleration":{"x":-764,"y":356,"z":5580}}
0.2:{"time":54596,"ypr":{"y":133.38,"p":4.81,"r":5.32},"acceleration":{"x":-630,"y":573,"z":5666}}
0.2:{"time":54610,"ypr":{"y":133.17,"p":4.64,"r":4.93},"acceleration":{"x":-587,"y":724,"z":5664}}
0.2:{"time":54626,"ypr":{"y":133.04,"p":4.48,"r":4.46},"acceleration":{"x":-574,"y":916,"z":5596}}
0.2:{"time":54641,"ypr":{"y":133.01,"p":4.42,"r":4.04},"acceleration":{"x":-601,"y":1062,"z":5474}}
0.2:{"time":54656,"ypr":{"y":133.03,"p":4.52,"r":3.73},"acceleration":{"x":-642,"y":1065,"z":5336}}
0.2:{"time":54671,"ypr":{"y":133.09,"p":4.75,"r":3.52},"acceleration":{"x":-698,"y":954,"z":5204}}
0.2:{"time":54686,"ypr":{"y":133.12,"p":5.01,"r":3.36},"acceleration":{"x":-729,"y":852,"z":5093}}
0.2:{"time":54701,"ypr":{"y":133.13,"p":5.29,"r":3.19},"acceleration":{"x":-762,"y":782,"z":4984}}
0.2:{"time":54716,"ypr":{"y":133.11,"p":5.54,"r":3.00},"acceleration":{"x":-831,"y":783,"z":4849}}
0.2:{"time":54731,"ypr":{"y":133.07,"p":5.76,"r":2.80},"acceleration":{"x":-854,"y":870,"z":4726}}
0.2:{"time":54746,"ypr":{"y":133.04,"p":5.98,"r":2.65},"acceleration":{"x":-922,"y":940,"z":4623}}
0.2:{"time":54761,"ypr":{"y":132.99,"p":6.21,"r":2.58},"acceleration":{"x":-974,"y":967,"z":4542}}
0.2:{"time":54776,"ypr":{"y":132.91,"p":6.46,"r":2.56},"acceleration":{"x":-1068,"y":951,"z":4465}}
0.2:{"time":54791,"ypr":{"y":132.77,"p":6.68,"r":2.60},"acceleration":{"x":-1134,"y":978,"z":4394}}
0.2:{"time":54806,"ypr":{"y":132.54,"p":6.87,"r":2.70},"acceleration":{"x":-1223,"y":1035,"z":4361}}
0.2:{"time":54821,"ypr":{"y":132.28,"p":7.03,"r":2.86},"acceleration":{"x":-1281,"y":1083,"z":4341}}
0.2:{"time":54836,"ypr":{"y":132.02,"p":7.05,"r":3.02},"acceleration":{"x":-1329,"y":1134,"z":4408}}
0.2:{"time":54851,"ypr":{"y":131.81,"p":6.99,"r":3.19},"acceleration":{"x":-1381,"y":1220,"z":4445}}
0.2:{"time":54866,"ypr":{"y":131.61,"p":6.97,"r":3.39},"acceleration":{"x":-1466,"y":1276,"z":4550}}
0.2:{"time":54881,"ypr":{"y":131.40,"p":7.01,"r":3.64},"acceleration":{"x":-1592,"y":1258,"z":4669}}
0.2:{"time":54896,"ypr":{"y":131.15,"p":7.07,"r":3.95},"acceleration":{"x":-1707,"y":1316,"z":4767}}
0.2:{"time":54912,"ypr":{"y":130.85,"p":7.16,"r":4.32},"acceleration":{"x":-1738,"y":1346,"z":4778}}
0.2:{"time":54926,"ypr":{"y":130.52,"p":7.33,"r":4.66},"acceleration":{"x":-1839,"y":1260,"z":4718}}
0.2:{"time":54941,"ypr":{"y":130.13,"p":7.44,"r":4.96},"acceleration":{"x":-1948,"y":1138,"z":4721}}
0.2:{"time":54957,"ypr":{"y":129.68,"p":7.42,"r":5.22},"acceleration":{"x":-1955,"y":1127,"z":4803}}
0.2:{"time":54971,"ypr":{"y":129.17,"p":7.27,"r":5.49},"acceleration":{"x":-1886,"y":1180,"z":4963}}
0.2:{"time":54986,"ypr":{"y":128.62,"p":7.07,"r":5.77},"acceleration":{"x":-1679,"y":1274,"z":5166}}
0.2:{"time":55002,"ypr":{"y":128.02,"p":6.91,"r":5.99},"acceleration":{"x":-1512,"y":1257,"z":5288}}
0.2:{"time":55016,"ypr":{"y":127.42,"p":6.77,"r":6.05},"acceleration":{"x":-1385,"y":1198,"z":5267}}
0.2:{"time":55031,"ypr":{"y":126.81,"p":6.68,"r":5.97},"acceleration":{"x":-1363,"y":1148,"z":5201}}
0.2:{"time":55046,"ypr":{"y":126.18,"p":6.63,"r":5.80},"acceleration":{"x":-1401,"y":1053,"z":5074}}
0.2:{"time":55061,"ypr":{"y":125.56,"p":6.61,"r":5.59},"acceleration":{"x":-1441,"y":994,"z":4936}}
0.2:{"time":55076,"ypr":{"y":124.91,"p":6.62,"r":5.36},"acceleration":{"x":-1473,"y":983,"z":4825}}
0.2:{"time":55091,"ypr":{"y":124.27,"p":6.69,"r":5.16},"acceleration":{"x":-1473,"y":981,"z":4704}}
0.2:{"time":55106,"ypr":{"y":123.62,"p":6.83,"r":4.99},"acceleration":{"x":-1472,"y":957,"z":4582}}
0.2:{"time":55121,"ypr":{"y":122.97,"p":7.04,"r":4.84},"acceleration":{"x":-1444,"y":897,"z":4521}}
0.2:{"time":55136,"ypr":{"y":122.30,"p":7.30,"r":4.71},"acceleration":{"x":-1448,"y":766,"z":4439}}
0.2:{"time":55151,"ypr":{"y":121.62,"p":7.54,"r":4.59},"acceleration":{"x":-1433,"y":628,"z":4385}}
0.2:{"time":55166,"ypr":{"y":120.91,"p":7.72,"r":4.45},"acceleration":{"x":-1436,"y":520,"z":4309}}
0.2:{"time":55181,"ypr":{"y":120.20,"p":7.84,"r":4.30},"acceleration":{"x":-1433,"y":449,"z":4284}}
0.2:{"time":55196,"ypr":{"y":119.49,"p":7.91,"r":4.17},"acceleration":{"x":-1428,"y":436,"z":4324}}
0.2:{"time":55212,"ypr":{"y":118.78,"p":7.97,"r":4.09},"acceleration":{"x":-1430,"y":407,"z":4370}}
0.2:{"time":55226,"ypr":{"y":118.08,"p":8.03,"r":4.05},"acceleration":{"x":-1370,"y":447,"z":4471}}
0.2:{"time":55241,"ypr":{"y":117.35,"p":8.14,"r":4.05},"acceleration":{"x":-1350,"y":482,"z":4562}}
0.2:{"time":55257,"ypr":{"y":116.61,"p":8.28,"r":4.08},"acceleration":{"x":-1309,"y":534,"z":4682}}
0.2:{"time":55271,"ypr":{"y":115.88,"p":8.44,"r":4.10},"acceleration":{"x":-1323,"y":621,"z":4781}}
