5.69,"p":-0.69,"r":15.96},"acceleration":{"x":-2148,"y":-553,"z":5141}}
0.2:{"time":65278,"ypr":{"y":99.33,"p":6.63,"r":15.59},"acceleration":{"x":-1787,"y":-41,"z":5174}}
0.2:{"time":65293,"ypr":{"y":99.42,"p":6.75,"r":15.54},"acceleration":{"x":-1843,"y":-42,"z":5220}}
0.2:{"time":65308,"ypr":{"y":99.52,"p":6.85,"r":15.47},"acceleration":{"x":-1845,"y":-26,"z":5198}}
0.2:{"time":65323,"ypr":{"y":99.64,"p":6.93,"r":15.39},"acceleration":{"x":-1856,"y":9,"z":5170}}
0.2:{"time":65338,"ypr":{"y":99.76,"p":6.98,"r":15.31},"acceleration":{"x":-1816,"y":32,"z":5121}}
0.2:{"time":65353,"ypr":{"y":99.90,"p":7.01,"r":15.24},"acceleration":{"x":-1758,"y":35,"z":5100}}
0.2:{"time":65368,"ypr":{"y":100.05,"p":7.03,"r":15.16},"acceleration":{"x":-1716,"y":48,"z":5053}}
0.2:{"time":65383,"ypr":{"y":100.22,"p":7.02,"r":15.07},"acceleration":{"x":-1695,"y":73,"z":5009}}
0.2:{"time":65398,"ypr":{"y":100.41,"p":7.01,"r":14.98},"acceleration":{"x":-1741,"y":99,"z":4981}}
0.2:{"time":65413,"ypr":{"y":100.61,"p":7.01,"r":14.90},"acceleration":{"x":-1783,"y":75,"z":4967}}
0.2:{"time":65428,"ypr":{"y":100.81,"p":7.00,"r":14.86},"acceleration":{"x":-1797,"y":53,"z":5000}}
0.2:{"time":65443,"ypr":{"y":101.03,"p":6.93,"r":14.84},"acceleration":{"x":-1753,"y":78,"z":5035}}
0.2:{"time":65458,"ypr":{"y":101.26,"p":6.83,"r":14.84},"acceleration":{"x":-1693,"y":155,"z":5058}}
0.2:{"time":65473,"ypr":{"y":101.51,"p":6.74,"r":14.84},"acceleration":{"x":-1642,"y":257,"z":5102}}
0.2:{"time":65488,"ypr":{"y":101.76,"p":6.70,"r":14.83},"acceleration":{"x":-1635,"y":304,"z":5142}}
0.2:{"time":65503,"ypr":{"y":102.01,"p":6.70,"r":14.83},"acceleration":{"x":-1630,"y":269,"z":5151}}
0.2:{"time":65518,"ypr":{"y":102.27,"p":6.70,"r":14.83},"acceleration":{"x":-1644,"y":207,"z":5169}}
0.2:{"time":65533,"ypr":{"y":102.51,"p":6.67,"r":14.82},"acceleration":{"x":-1651,"y":187,"z":5146}}
0.2:{"time":65548,"ypr":{"y":102.75,"p":6.60,"r":14.82},"acceleration":{"x":-1654,"y":190,"z":5131}}
0.2:{"time":65563,"ypr":{"y":102.97,"p":6.54,"r":14.83},"acceleration":{"x":-1658,"y":206,"z":5137}}
0.2:{"time":65579,"ypr":{"y":103.18,"p":6.47,"r":14.85},"acceleration":{"x":-1645,"y":227,"z":5137}}
0.2:{"time":65593,"ypr":{"y":103.37,"p":6.41,"r":14.87},"acceleration":{"x":-1628,"y":222,"z":5157}}
0.2:{"time":65608,"ypr":{"y":103.53,"p":6.35,"r":14.88},"acceleration":{"x":-1629,"y":199,"z":5182}}
0.2:{"time":65624,"ypr":{"y":103.65,"p":6.31,"r":14.89},"acceleration":{"x":-1603,"y":153,"z":5198}}
0.2:{"time":65638,"ypr":{"y":103.73,"p":6.25,"r":14.90},"acceleration":{"x":-1525,"y":113,"z":5207}}
0.2:{"time":65653,"ypr":{"y":103.77,"p":6.21,"r":14.89},"acceleration":{"x":-1404,"y":106,"z":5256}}
0.2:{"time":65669,"ypr":{"y":103.80,"p":6.16,"r":14.81},"acceleration":{"x":-1314,"y":109,"z":5315}}
0.2:{"time":65683,"ypr":{"y":103.81,"p":6.13,"r":14.70},"acceleration":{"x":-1308,"y":91,"z":5310}}
0.2:{"time":65698,"ypr":{"y":103.80,"p":6.08,"r":14.58},"acceleration":{"x":-1284,"y":78,"z":5304}}
0.2:{"time":65713,"ypr":{"y":103.80,"p":6.01,"r":14.45},"acceleration":{"x":-1282,"y":94,"z":5273}}
0.2:{"time":65728,"ypr":{"y":103.78,"p":5.93,"r":14.34},"acceleration":{"x":-1311,"y":113,"z":5211}}
0.2:{"time":65743,"ypr":{"y":103.75,"p":5.86,"r":14.25},"acceleration":{"x":-1344,"y":122,"z":5165}}
0.2:{"time":65758,"ypr":{"y":103.73,"p":5.77,"r":14.21},"acceleration":{"x":-1315,"y":176,"z":5150}}
0.2:{"time":65773,"ypr":{"y":103.71,"p":5.73,"r":14.19},"acceleration":{"x":-1297,"y":222,"z":5174}}
0.2:{"time":65788,"ypr":{"y":103.68,"p":5.72,"r":14.20},"acceleration":{"x":-1249,"y":262,"z":5150}}
0.2:{"time":65803,"ypr":{"y":103.67,"p":5.75,"r":14.24},"acceleration":{"x":-1189,"y":282,"z":5125}}
0.2:{"time":65818,"ypr":{"y":103.66,"p":5.83,"r":14.27},"acceleration":{"x":-1195,"y":247,"z":5104}}
0.2:{"time":65833,"ypr":{"y":103.66,"p":5.98,"r":14.30},"acceleration":{"x":-1198,"y":104,"z":5058}}
0.2:{"time":65848,"ypr":{"y":103.62,"p":6.12,"r":14.30},"acceleration":{"x":-1234,"y":-72,"z":5067}}
0.2:{"time":65863,"ypr":{"y":103.54,"p":6.22,"r":14.23},"acceleration":{"x":-1337,"y":-252,"z":5090}}
0.2:{"time":65879,"ypr":{"y":103.42,"p":6.24,"r":14.10},"acceleration":{"x":-1474,"y":-345,"z":5082}}
0.2:{"time":65893,"ypr":{"y":103.29,"p":6.21,"r":13.94},"acceleration":{"x":-1651,"y":-333,"z":5098}}
0.2:{"time":65908,"ypr":{"y":103.16,"p":6.14,"r":13.80},"acceleration":{"x":-1779,"y":-308,"z":5122}}
0.2:{"time":65924,"ypr":{"y":103.04,"p":6.04,"r":13.70},"acceleration":{"x":-1866,"y":-286,"z":5108}}
0.2:{"time":65938,"ypr":{"y":102.93,"p":5.95,"r":13.61},"acceleration":{"x":-1893,"y":-282,"z":5104}}
0.2:{"time":65953,"ypr":{"y":102.84,"p":5.85,"r":13.53},"acceleration":{"x":-1924,"y":-265,"z":5138}}
0.2:{"time":65969,"ypr":{"y":102.78,"p":5.75,"r":13.45},"acceleration":{"x":-1934,"y":-262,"z":5161}}
0.2:{"time":65983,"ypr":{"y":102.72,"p":5.64,"r":13.36},"acceleration":{"x":-1911,"y":-222,"z":5138}}
0.2:{"time":65998,"ypr":{"y":102.67,"p":5.51,"r":13.26},"acceleration":{"x":-1771,"y":-215,"z":5102}}
0.2:{"time":66014,"ypr":{"y":102.64,"p":5.36,"r":13.15},"acceleration":{"x":-1597,"y":-218,"z":5097}}
0.2:{"time":66028,"ypr":{"y":102.61,"p":5.19,"r":13.05},"acceleration":{"x":-1422,"y":-222,"z":5117}}
0.2:{"time":66043,"ypr":{"y":102.59,"p":5.00,"r":12.96},"acceleration":{"x":-1273,"y":-214,"z":5161}}
0.2:{"time":66059,"ypr":{"y":102.57,"p":4.75,"r":12.86},"acceleration":{"x":-1196,"y":-108,"z":5169}}
0.2:{"time":66073,"ypr":{"y":102.56,"p":4.50,"r":12.77},"acceleration":{"x":-1219,"y":24,"z":5211}}
0.2:{"time":66088,"ypr":{"y":102.56,"p":4.29,"r":12.71},"acceleration":{"x":-1255,"y":125,"z":5300}}
0.2:{"time":66104,"ypr":{"y":102.58,"p":4.11,"r":12.70},"acceleration":{"x":-1236,"y":191,"z":5325}}
0.2:{"time":66118,"ypr":{"y":102.59,"p":3.96,"r":12.69},"acceleration":{"x":-1225,"y":238,"z":5290}}
0.2:{"time":66134,"ypr":{"y":102.59,"p":3.89,"r":12.71},"acceleration":{"x":-1279,"y":191,"z":5266}}
0.2:{"time":66148,"ypr":{"y":102.58,"p":3.78,"r":12.79},"acceleration":{"x":-1325,"y":161,"z":5210}}
0.2:{"time":66163,"ypr":{"y":102.55,"p":3.69,"r":12.88},"acceleration":{"x":-1391,"y":134,"z":5228}}
0.2:{"time":66179,"ypr":{"y":102.50,"p":3.62,"r":13.00},"acceleration":{"x":-1481,"y":131,"z":5248}}
0.2:{"time":66193,"ypr":{"y":102.46,"p":3.62,"r":13.12},"acceleration":{"x":-1588,"y":121,"z":5266}}
0.2:{"time":66208,"ypr":{"y":102.43,"p":3.67,"r":13.26},"acceleration":{"x":-1608,"y":39,"z":5222}}
0.2:{"time":66224,"ypr":{"y":102.40,"p":3.74,"r":13.41},"acceleration":{"x":-1555,"y":-71,"z":5169}}
0.2:{"time":66238,"ypr":{"y":102.39,"p":3.76,"r":13.53},"acceleration":{"x":-1527,"y":-139,"z":5164}}
0.2:{"time":66253,"ypr":{"y":102.38,"p":3.73,"r":13.61},"acceleration":{"x":-1525,"y":-167,"z":5177}}
0.2:{"time":66269,"ypr":{"y":102.37,"p":3.71,"r":13.64},"acceleration":{"x":-1572,"y":-196,"z":5209}}
0.2:{"time":66283,"ypr":{"y":102.35,"p":3.69,"r":13.64},"acceleration":{"x":-1609,"y":-193,"z":5239}}
0.2:{"time":66298,"ypr":{"y":102.35,"p":3.71,"r":13.62},"acceleration":{"x":-1612,"y":-157,"z":5220}}
0.2:{"time":66314,"ypr":{"y":102.36,"p":3.74,"r":13.59},"acceleration":{"x":-1612,"y":-134,"z":5194}}
0.2:{"time":66328,"ypr":{"y":102.38,"p":3.77,"r":13.55},"acceleration":{"x":-1607,"y":-71,"z":5132}}
0.2:{"time":66343,"ypr":{"y":102.38,"p":3.84,"r":13.50},"acceleration":{"x":-1627,"y":-45,"z":5131}}
0.2:{"time":66359,"ypr":{"y":102.36,"p":3.94,"r":13.47},"acceleration":{"x":-1678,"y":-42,"z":5176}}
0.2:{"time":66373,"ypr":{"y":102.35,"p":4.04,"r":13.45},"acceleration":{"x":-1714,"y":-77,"z":5205}}
0.2:{"time":66388,"ypr":{"y":102.36,"p":4.14,"r":13.45},"acceleration":{"x":-1731,"y":-125,"z":5186}}
0.2:{"time":66404,"ypr":{"y":102.38,"p":4.21,"r":13.47},"acceleration":{"x":-1717,"y":-180,"z":5171}}
0.2:{"time":66418,"ypr":{"y":102.41,"p":4.23,"r":13.49},"acceleration":{"x":-1693,"y":-199,"z":5190}}
0.2:{"time":66434,"ypr":{"y":102.43,"p":4.23,"r":13.52},"acceleration":{"x":-1677,"y":-162,"z":5208}}
0.2:{"time":66449,"ypr":{"y":102.46,"p":4.24,"r":13.54},"acceleration":{"x":-1705,"y":-69,"z":5202}}
0.2:{"time":66463,"ypr":{"y":102.49,"p":4.29,"r":13.59},"acceleration":{"x":-1761,"y":60,"z":5148}}
0.2:{"time":66479,"ypr":{"y":102.53,"p":4.38,"r":13.67},"acceleration":{"x":-1773,"y":154,"z":5093}}
0.2:{"time":66494,"ypr":{"y":102.58,"p":4.51,"r":13.82},"acceleration":{"x":-1701,"y":205,"z":5016}}
0.2:{"time":66508,"ypr":{"y":102.63,"p":4.70,"r":13.97},"acceleration":{"x":-1636,"y":229,"z":5068}}
0.2:{"time":66524,"ypr":{"y":102.68,"p":4.92,"r":14.11},"acceleration":{"x":-1591,"y":241,"z":5147}}
0.2:{"time":66539,"ypr":{"y":102.74,"p":5.16,"r":14.23},"acceleration":{"x":-1554,"y":196,"z":5207}}
0.2:{"time":66553,"ypr":{"y":102.82,"p":5.44,"r":14.30},"acceleration":{"x":-1560,"y":159,"z":5280}}
0.2:{"time":66569,"ypr":{"y":102.91,"p":5.72,"r":14.33},"acceleration":{"x":-1611,"y":141,"z":5297}}
0.2:{"time":66583,"ypr":{"y":103.02,"p":6.00,"r":14.32},"acceleration":{"x":-1738,"y":175,"z":5275}}
0.2:{"time":66598,"ypr":{"y":103.13,"p":6.28,"r":14.28},"acceleration":{"x":-1899,"y":249,"z":5254}}
0.2:{"time":66614,"ypr":{"y":103.24,"p":6.56,"r":14.26},"acceleration":{"x":-2000,"y":291,"z":5224}}
0.2:{"time":66628,"ypr":{"y":103.37,"p":6.88,"r":14.28},"acceleration":{"x":-2042,"y":285,"z":5201}}
0.2:{"time":66643,"ypr":{"y":103.56,"p":7.20,"r":14.32},"acceleration":{"x":-2019,"y":286,"z":5160}}
0.2:{"time":66659,"ypr":{"y":103.78,"p":7.51,"r":14.37},"acceleration":{"x":-1938,"y":288,"z":5128}}
0.2:{"time":66673,"ypr":{"y":104.04,"p":7.84,"r":14.40},"acceleration":{"x":-1821,"y":278,"z":5059}}
0.2:{"time":66689,"ypr":{"y":104.31,"p":8.17,"r":14.37},"acceleration":{"x":-1646,"y":294,"z":5208}}
0.2:{"time":66704,"ypr":{"y":104.57,"p":8.48,"r":14.22},"acceleration":{"x":-1541,"y":380,"z":5368}}
0.2:{"time":66718,"ypr":{"y":104.79,"p":8.83,"r":14.01},"acceleration":{"x":-1362,"y":350,"z":5454}}
0.2:{"time":66734,"ypr":{"y":104.97,"p":9.20,"r":13.76},"acceleration":{"x":-1307,"y":145,"z":5502}}
0.2:{"time":66749,"ypr":{"y":105.10,"p":9.53,"r":13.53},"acceleration":{"x":-1306,"y":-146,"z":5447}}
0.2:{"time":66763,"ypr":{"y":105.16,"p":9.65,"r":13.29},"acceleration":{"x":-1369,"y":-291,"z":5378}}
0.2:{"time":66779,"ypr":{"y":105.17,"p":9.59,"r":13.13},"acceleration":{"x":-1405,"y":-361,"z":5312}}
0.2:{"time":66794,"ypr":{"y":105.15,"p":9.43,"r":13.02},"acceleration":{"x":-1367,"y":-404,"z":5242}}
0.2:{"time":66808,"ypr":{"y":105.12,"p":9.17,"r":12.93},"acceleration":{"x":-1266,"y":-373,"z":5131}}
0.2:{"time":66824,"ypr":{"y":105.12,"p":8.85,"r":12.82},"acceleration":{"x":-1088,"y":-239,"z":5018}}
0.2:{"time":66839,"ypr":{"y":105.13,"p":8.51,"r":12.71},"acceleration":{"x":-915,"y":-13,"z":5054}}
0.2:{"time":66853,"ypr":{"y":105.18,"p":8.24,"r":12.64},"acceleration":{"x":-752,"y":183,"z":5032}}
0.2:{"time":66869,"ypr":{"y":105.24,"p":8.06,"r":12.60},"acceleration":{"x":-723,"y":254,"z":5025}}
0.2:{"time":66884,"ypr":{"y":105.30,"p":7.96,"r":12.63},"acceleration":{"x":-793,"y":215,"z":5032}}
0.2:{"time":66898,"ypr":{"y":105.35,"p":7.89,"r":12.68},"acceleration":{"x":-950,"y":157,"z":5039}}
0.2:{"time":66914,"ypr":{"y":105.39,"p":7.82,"r":12.78},"acceleration":{"x":-1081,"y":99,"z":5094}}
0.2:{"time":66929,"ypr":{"y":105.40,"p":7.79,"r":12.96},"acceleration":{"x":-1146,"y":17,"z":5098}}
0.2:{"time":66944,"ypr":{"y":105.38,"p":7.75,"r":13.15},"acceleration":{"x":-1139,"y":-113,"z":5063}}
0.2:{"time":66959,"ypr":{"y":105.36,"p":7.69,"r":13.31},"acceleration":{"x":-1169,"y":-220,"z":5075}}
0.2:{"time":66974,"ypr":{"y":105.34,"p":7.54,"r":13.45},"acceleration":{"x":-1130,"y":-188,"z":5105}}
0.2:{"time":66989,"ypr":{"y":105.30,"p":7.38,"r":13.53},"acceleration":{"x":-1131,"y":-128,"z":5241}}
0.2:{"time":67004,"ypr":{"y":105.27,"p":7.27,"r":13.54},"acceleration":{"x":-1176,"y":-129,"z":5340}}
0.2:{"time":67018,"ypr":{"y":105.26,"p":7.17,"r":13.45},"acceleration":{"x":-1331,"y":-124,"z":5423}}
0.2:{"time":67034,"ypr":{"y":105.28,"p":7.09,"r":13.30},"acceleration":{"x":-1484,"y":-92,"z":5448}}
0.2:{"time":67049,"ypr":{"y":105.34,"p":7.01,"r":13.15},"acceleration":{"x":-1577,"y":34,"z":5359}}
0.2:{"time":67063,"ypr":{"y":105.40,"p":6.99,"r":13.04},"acceleration":{"x":-1572,"y":115,"z":5262}}
0.2:{"time":67079,"ypr":{"y":105.44,"p":7.04,"r":12.94},"acceleration":{"x":-1559,"y":57,"z":5168}}
0.2:{"time":67094,"ypr":{"y":105.47,"p":7.10,"r":12.85},"acceleration":{"x":-1539,"y":-56,"z":5101}}
0.2:{"time":67108,"ypr":{"y":105.51,"p":7.10,"r":12.78},"acceleration":{"x":-1518,"y":-106,"z":5007}}
0.2:{"time":67124,"ypr":{"y":105.54,"p":7.05,"r":12.70},"acceleration":{"x":-1563,"y":-68,"z":4945}}
0.2:{"time":67139,"ypr":{"y":105.57,"p":6.97,"r":12.62},"acceleration":{"x":-1591,"y":32,"z":5002}}
0.2:{"time":67153,"ypr":{"y":105.60,"p":6.91,"r":12.56},"acceleration":{"x":-1638,"y":111,"z":5122}}
0.2:{"time":67169,"ypr":{"y":105.60,"p":6.88,"r":12.52},"acceleration":{"x":-1699,"y":161,"z":5217}}
0.2:{"time":67184,"ypr":{"y":105.56,"p":6.89,"r":12.50},"acceleration":{"x":-1781,"y":187,"z":5240}}
0.2:{"time":67198,"ypr":{"y":105.45,"p":6.92,"r":12.53},"acceleration":{"x":-1790,"y":191,"z":5210}}
0.2:{"time":67214,"ypr":{"y":105.30,"p":6.97,"r":12.60},"acceleration":{"x":-1748,"y":131,"z":5159}}
0.2:{"time":67229,"ypr":{"y":105.08,"p":7.01,"r":12.71},"acceleration":{"x":-1705,"y":32,"z":5138}}
0.2:{"time":67244,"ypr":{"y":104.85,"p":7.00,"r":12.80},"acceleration":{"x":-1686,"y":2,"z":5115}}
0.2:{"time":67259,"ypr":{"y":104.59,"p":6.96,"r":12.88},"acceleration":{"x":-1693,"y":18,"z":5142}}
0.2:{"time":67274,"ypr":{"y":104.30,"p":6.89,"r":12.97},"acceleration":{"x":-1690,"y":-19,"z":5151}}
0.2:{"time":67289,"ypr":{"y":104.00,"p":6.80,"r":13.05},"acceleration":{"x":-1714,"y":-68,"z":5162}}
0.2:{"time":67304,"ypr":{"y":103.72,"p":6.67,"r":13.12},"acceleration":{"x":-1774,"y":-66,"z":5171}}
0.2:{"time":67319,"ypr":{"y":103.45,"p":6.53,"r":13.18},"acceleration":{"x":-1891,"y":-76,"z":5214}}
0.2:{"time":67334,"ypr":{"y":103.17,"p":6.40,"r":13.27},"acceleration":{"x":-1964,"y":-138,"z":5215}}
0.2:{"time":67349,"ypr":{"y":102.90,"p":6.26,"r":13.37},"acceleration":{"x":-1976,"y":-198,"z":5196}}
0.2:{"time":67364,"ypr":{"y":102.65,"p":6.09,"r":13.52},"acceleration":{"x":-1950,"y":-291,"z":5214}}
0.2:{"time":67379,"ypr":{"y":102.46,"p":5.88,"r":13.71},"acceleration":{"x":-1761,"y":-339,"z":5194}}
0.2:{"time":67394,"ypr":{"y":102.31,"p":5.61,"r":13.90},"acceleration":{"x":-1532,"y":-271,"z":5147}}
0.2:{"time":67409,"ypr":{"y":102.18,"p":5.37,"r":14.03},"acceleration":{"x":-1393,"y":-158,"z":5135}}
0.2:{"time":67424,"ypr":{"y":102.09,"p":5.21,"r":14.13},"acceleration":{"x":-1301,"y":-137,"z":5089}}
0.2:{"time":67439,"ypr":{"y":102.01,"p":5.12,"r":14.19},"acceleration":{"x":-1295,"y":-176,"z":5124}}
0.2:{"time":67453,"ypr":{"y":101.95,"p":5.05,"r":14.23},"acceleration":{"x":-1361,"y":-241,"z":5192}}
0.2:{"time":67469,"ypr":{"y":101.96,"p":4.98,"r":14.23},"acceleration":{"x":-1441,"y":-273,"z":5296}}
0.2:{"time":67484,"ypr":{"y":102.01,"p":4.89,"r":14.23},"acceleration":{"x":-1473,"y":-261,"z":5325}}
0.2:{"time":67499,"ypr":{"y":102.11,"p":4.78,"r":14.25},"acceleration":{"x":-1510,"y":-256,"z":5259}}
0.2:{"time":67514,"ypr":{"y":102.25,"p":4.66,"r":14.24},"acceleration":{"x":-1604,"y":-198,"z":5213}}
0.2:{"time":67529,"ypr":{"y":102.42,"p":4.55,"r":14.28},"acceleration":{"x":-1647,"y":-107,"z":5154}}
0.2:{"time":67544,"ypr":{"y":102.58,"p":4.48,"r":14.38},"acceleration":{"x":-1557,"y":-53,"z":5092}}
0.2:{"time":67559,"ypr":{"y":102.72,"p":4.44,"r":14.48},"acceleration":{"x":-1433,"y":-32,"z":5051}}
0.2:{"time":67574,"ypr":{"y":102.85,"p":4.43,"r":14.56},"acceleration":{"x":-1364,"y":-29,"z":5040}}
0.2:{"time":67589,"ypr":{"y":102.96,"p":4.43,"r":14.60},"acceleration":{"x":-1391,"y":-46,"z":5060}}
0.2:{"time":67604,"ypr":{"y":103.03,"p":4.43,"r":14.63},"acceleration":{"x":-1422,"y":-70,"z":5099}}
0.2:{"time":67619,"ypr":{"y":103.08,"p":4.43,"r":14.64},"acceleration":{"x":-1421,"y":-76,"z":5150}}
0.2:{"time":67634,"ypr":{"y":103.11,"p":4.45,"r":14.63},"acceleration":{"x":-1440,"y":-89,"z":5175}}
0.2:{"time":67649,"ypr":{"y":103.10,"p":4.50,"r":14.61},"acceleration":{"x":-1510,"y":-163,"z":5185}}
0.2:{"time":67664,"ypr":{"y":103.08,"p":4.53,"r":14.55},"acceleration":{"x":-1612,"y":-246,"z":5239}}
0.2:{"time":67679,"ypr":{"y":103.01,"p":4.53,"r":14.49},"acceleration":{"x":-1645,"y":-294,"z":5230}}
0.2:{"time":67694,"ypr":{"y":102.91,"p":4.50,"r":14.39},"acceleration":{"x":-1639,"y":-348,"z":5278}}
0.2:{"time":67709,"ypr":{"y":102.76,"p":4.43,"r":14.26},"acceleration":{"x":-1621,"y":-418,"z":5333}}
0.2:{"time":67724,"ypr":{"y":102.56,"p":4.32,"r":14.10},"acceleration":{"x":-1597,"y":-460,"z":5333}}
0.2:{"time":67739,"ypr":{"y":102.33,"p":4.19,"r":13.90},"acceleration":{"x":-1631,"y":-443,"z":5335}}
0.2:{"time":67755,"ypr":{"y":102.08,"p":4.03,"r":13.71},"acceleration":{"x":-1663,"y":-388,"z":5244}}
0.2:{"time":67769,"ypr":{"y":101.83,"p":3.88,"r":13.53},"acceleration":{"x":-1657,"y":-332,"z":5162}}
0.2:{"time":67784,"ypr":{"y":101.56,"p":3.77,"r":13.39},"acceleration":{"x":-1629,"y":-325,"z":5082}}
0.2:{"time":67800,"ypr":{"y":101.31,"p":3.70,"r":13.29},"acceleration":{"x":-1588,"y":-371,"z":5039}}
0.2:{"time":67814,"ypr":{"y":101.04,"p":3.63,"r":13.21},"acceleration":{"x":-1583,"y":-467,"z":5058}}
0.2:{"time":67829,"ypr":{"y":100.80,"p":3.51,"r":13.12},"acceleration":{"x":-1572,"y":-532,"z":5053}}
0.2:{"time":67844,"ypr":{"y":100.58,"p":3.34,"r":13.03},"acceleration":{"x":-1605,"y":-533,"z":5077}}
0.2:{"time":67859,"ypr":{"y":100.37,"p":3.16,"r":12.94},"acceleration":{"x":-1654,"y":-520,"z":5164}}
0.2:{"time":67874,"ypr":{"y":100.18,"p":2.99,"r":12.85},"acceleration":{"x":-1696,"y":-530,"z":5252}}
0.2:{"time":67889,"ypr":{"y":100.01,"p":2.84,"r":12.75},"acceleration":{"x":-1718,"y":-547,"z":5267}}
0.2:{"time":67904,"ypr":{"y":99.86,"p":2.69,"r":12.66},"acceleration":{"x":-1696,"y":-571,"z":5241}}
0.2:{"time":67919,"ypr":{"y":99.71,"p":2.54,"r":12.55},"acceleration":{"x":-1661,"y":-599,"z":5219}}
0.2:{"time":67934,"ypr":{"y":99.57,"p":2.39,"r":12.45},"acceleration":{"x":-1618,"y":-611,"z":5175}}
0.2:{"time":67949,"ypr":{"y":99.44,"p":2.26,"r":12.34},"acceleration":{"x":-1596,"y":-631,"z":5142}}
0.2:{"time":67964,"ypr":{"y":99.32,"p":2.13,"r":12.23},"acceleration":{"x":-1601,"y":-671,"z":5122}}
0.2:{"time":67979,"ypr":{"y":99.22,"p":1.98,"r":12.14},"acceleration":{"x":-1603,"y":-696,"z":5064}}
0.2:{"time":67994,"ypr":{"y":99.11,"p":1.80,"r":12.06},"acceleration":{"x":-1611,"y":-722,"z":5047}}
0.2:{"time":68009,"ypr":{"y":99.01,"p":1.60,"r":12.00},"acceleration":{"x":-1612,"y":-737,"z":5173}}
0.2:{"time":68024,"ypr":{"y":98.94,"p":1.38,"r":11.91},"acceleration":{"x":-1569,"y":-751,"z":5245}}
0.2:{"time":68039,"ypr":{"y":98.90,"p":1.17,"r":11.79},"acceleration":{"x":-1537,"y":-746,"z":5291}}
0.2:{"time":68055,"ypr":{"y":98.88,"p":0.93,"r":11.64},"acceleration":{"x":-1562,"y":-661,"z":5325}}
0.2:{"time":68069,"ypr":{"y":98.90,"p":0.71,"r":11.47},"acceleration":{"x":-1629,"y":-527,"z":5282}}
0.2:{"time":68084,"ypr":{"y":98.97,"p":0.55,"r":11.32},"acceleration":{"x":-1674,"y":-422,"z":5268}}
0.2:{"time":68100,"ypr":{"y":99.08,"p":0.44,"r":11.21},"acceleration":{"x":-1696,"y":-368,"z":5214}}
0.2:{"time":68114,"ypr":{"y":99.23,"p":0.39,"r":11.13},"acceleration":{"x":-1705,"y":-329,"z":5183}}
0.2:{"time":68129,"ypr":{"y":99.42,"p":0.36,"r":11.09},"acceleration":{"x":-1717,"y":-320,"z":5135}}
0.2:{"time":68145,"ypr":{"y":99.66,"p":0.35,"r":11.09},"acceleration":{"x":-1744,"y":-306,"z":5126}}
0.2:{"time":68159,"ypr":{"y":99.93,"p":0.34,"r":11.10},"acceleration":{"x":-1796,"y":-189,"z":5119}}
0.2:{"time":68174,"ypr":{"y":100.23,"p":0.39,"r":11.13},"acceleration":{"x":-1852,"y":-37,"z":5170}}
0.2:{"time":68190,"ypr":{"y":100.57,"p":0.52,"r":11.17},"acceleration":{"x":-1895,"y":75,"z":5256}}
0.2:{"time":68204,"ypr":{"y":100.96,"p":0.73,"r":11.23},"acceleration":{"x":-1936,"y":152,"z":5305}}
0.2:{"time":68219,"ypr":{"y":101.38,"p":1.01,"r":11.31},"acceleration":{"x":-1924,"y":196,"z":5329}}
0.2:{"time":68235,"ypr":{"y":101.80,"p":1.36,"r":11.37},"acceleration":{"x":-1846,"y":189,"z":5368}}
0.2:{"time":68249,"ypr":{"y":102.20,"p":1.78,"r":11.40},"acceleration":{"x":-1808,"y":96,"z":5368}}
0.2:{"time":68264,"ypr":{"y":102.58,"p":2.20,"r":11.39},"acceleration":{"x":-1875,"y":-75,"z":5283}}
0.2:{"time":68279,"ypr":{"y":102.97,"p":2.57,"r":11.32},"acceleration":{"x":-2130,"y":-236,"z":5219}}
0.2:{"time":68294,"ypr":{"y":103.42,"p":2.81,"r":11.38},"acceleration":{"x":-2036,"y":-227,"z":5234}}
0.2:{"time":68310,"ypr":{"y":103.90,"p":2.98,"r":11.64},"acceleration":{"x":-1518,"y":-253,"z":5193}}
0.2:{"time":68324,"ypr":{"y":104.33,"p":3.11,"r":11.81},"acceleration":{"x":-1173,"y":-317,"z":5144}}
0.2:{"time":68339,"ypr":{"y":104.70,"p":3.21,"r":11.88},"acceleration":{"x":-995,"y":-301,"z":5146}}
0.2:{"time":68355,"ypr":{"y":104.98,"p":3.32,"r":11.88},"acceleration":{"x":-943,"y":-283,"z":5177}}
0.2:{"time":68369,"ypr":{"y":105.20,"p":3.47,"r":11.85},"acceleration":{"x":-955,"y":-337,"z":5190}}
0.2:{"time":68384,"ypr":{"y":105.36,"p":3.61,"r":11.83},"acceleration":{"x":-970,"y":-434,"z":5212}}
0.2:{"time":68400,"ypr":{"y":105.48,"p":3.71,"r":11.79},"acceleration":{"x":-1036,"y":-480,"z":5214}}
0.2:{"time":68414,"ypr":{"y":105.56,"p":3.77,"r":11.77},"acceleration":{"x":-1101,"y":-488,"z":5184}}
0.2:{"time":68429,"ypr":{"y":105.61,"p":3.81,"r":11.77},"acceleration":{"x":-1164,"y":-475,"z":5157}}
0.2:{"time":68445,"ypr":{"y":105.64,"p":3.81,"r":11.76},"acceleration":{"x":-1213,"y":-462,"z":5152}}
